code,station,state,temp_min,temp_max,do_min,do_max,ph_min,ph_max,cond_min,cond_max,bod_min,bod_max,nitrate_min,nitrate_max,fecal_min,fecal_max,total_coli_min,total_coli_max,fecal_strep_min,fecal_strep_max,year,section_title,21,22,23
1866,SABARMATI AT HANSAOL BRIDGE,GUJARAT,25,28,4.3,7.6,7.3,8.3,237,401,,1.2,2.5,0.1,0.4,11,33,70,350,,2016,Tributary Streams - Sabarmati And Its Tributary Stream Khari,,,
1437,KHARI AT LALI VILLAGE NEAR AHMEDABAD,GUJARAT,30,34,,,7.3,8.3,2205,3840,,52,235,0.1,0.9,1300,11000,7900,92000,,2016,Tributary Streams - Sabarmati And Its Tributary Stream Khari,,,
1224,MESHWA NEAR RAJASTHAN BORDER AT SAMLAJI,GUJARAT,27,27,6.6,6.6,8.0,8.0,375,375,,1.5,1.5,0.1,0.1,6.1,6.1,26,26,,2016,Tributary Streams - Sabarmati And Its Tributary Stream Khari,,,
1222,SHEDHI AT KHEDA,GUJARAT,25,32,1.2,9,7.3,8.1,397,3350,,0.9,9,0,0.5,21,46,96,170,,2016,Tributary Streams - Sabarmati And Its Tributary Stream Khari,,,
1242,NARMADA NEAR SOURCE AT AMARKANTAK,MADHYA PRADESH,18,30,6.6,9.6,7.2,7.9,91.2,305,0.6,1.9,0,0.6,,,12,34,,,2016,Tributary Streams - Narmada And Its Tributary Streams Gour,,,
3321,"NARMADA AT AMARKANTAKE FROM ORIGIN POINT, REWA",MADHYA PRADESH,19,30,7.5,9.6,7.2,8.1,181,522.4,0.8,1.9,0.2,0.8,,,22,50,,,2016,Tributary Streams - Narmada And Its Tributary Streams Gour,,,
2118,NARMADA AT D/S OF KAPILDHARA,MADHYA PRADESH,18,30,7.1,8.4,7.3,8,118,482,0.8,1.9,0.4,0.9,,,27,60,,,2016,Tributary Streams - Narmada And Its Tributary Streams Gour,,,
1241,NARMADA AT MANDLA NEAR ROAD BDG,MADHYA PRADESH,21,23,7.4,7.8,7.3,8.4,250,619,1.2,1.7,0,1.9,,,20,47,,,2016,Tributary Streams - Narmada And Its Tributary Streams Gour,,,
3322,"NARMADA AT MANDLA, NEAR SHAMSHANGHAT, JABALPUR",MADHYA PRADESH,20,24,7.4,7.8,7.2,8.4,255,611,1,2,0,1.7,,,15,47,,,2016,Tributary Streams - Narmada And Its Tributary Streams Gour,,,
2099,"NARMADA LALPUR, JABALPUR",MADHYA PRADESH,21,24,7.3,7.9,7.1,8.3,294,602,1,1.8,0,1.4,,,15,41,,,2016,Tributary Streams - Narmada And Its Tributary Streams Gour,,,
3323,"NARMADA AT LALPUR, NEAR WATER SUPPLY INTAKE POINT, JABALPUR",MADHYA PRADESH,21,28,7.2,7.9,7.2,8.3,219,727,1.1,2.4,0,2.2,,,21,47,,,2016,Tributary Streams - Narmada And Its Tributary Streams Gour,,,
3324,"NARMADA AT PANCHWATIGHAT, BEFORE MIXING WITH BAWANGANGA JABALPUR",MADHYA PRADESH,20,27,6.9,7.9,7.1,8.8,262,625,1.2,1.7,0,2,,,23,48,,,2016,Tributary Streams - Narmada And Its Tributary Streams Gour,,,
3325,"NARMADA AT SARSWATIGHAT, AFTER MIXING WITH BAWANGANGA JABALPUR",MADHYA PRADESH,21,28,6.8,7.9,7.2,8.3,128,793,1.1,2.2,0,3.3,,,21,280,,,2016,Tributary Streams - Narmada And Its Tributary Streams Gour,,,
1240,NARMADA AT NARSINGHPUR,MADHYA PRADESH,19,26,7.3,8,7.2,8.4,216,634,1.2,1.8,0,1.5,,,23,43,,,2016,Tributary Streams - Narmada And Its Tributary Streams Gour,,,
1234,NARMADA AT HOSHANGABAD U S,MADHYA PRADESH,,,7.2,8.3,8,8.5,256,291,1,1.7,0,0.5,,,34,47,,,2016,Tributary Streams - Narmada And Its Tributary Streams Gour,,,
2123,NARMADA AT KORIGHAT HOSHANGABAD,MADHYA PRADESH,,,7.5,8.2,7.8,8.6,196,292,1.1,1.8,0,0.9,,,30,40,,,2016,Tributary Streams - Narmada And Its Tributary Streams Gour,,,
1235,NARMADA AT HOSHANGABAD D S,MADHYA PRADESH,,,1.3,8.2,8.1,12,213,310,1.1,8,0,0.7,,,34,40,,,2016,Tributary Streams - Narmada And Its Tributary Streams Gour,,,
2106,RIVER NARMADA AT NEMAWAR,MADHYA PRADESH,21,27,6.8,7.6,7.3,8.2,300,463,1.6,2,0.6,2.1,2,20,30,140,,,2016,Tributary Streams - Narmada And Its Tributary Streams Gour,,,
2113,"RIVER NARMADA NEAR PUNASA DAM, PUNASA",MADHYA PRADESH,21,29,6.8,8,7.5,8.5,217,380,0.6,1.4,0.4,1.1,,,30,40,,,2016,Tributary Streams - Narmada And Its Tributary Streams Gour,,,
1430,NARMADA AT D S OF OMKARESHWAR,MADHYA PRADESH,22,29,6.8,7.9,7.3,8.5,263,364,1.1,1.7,0.6,4.9,,,40,50,,,2016,Tributary Streams - Narmada And Its Tributary Streams Gour,,,
2112,"RIVER NARMADA NEAR MORTAKKA BRIDGE, BADWAH",MADHYA PRADESH,21,29,6.8,8.2,7.6,8.4,260,310,1,1.7,0.5,2.4,,,33,50,,,2016,Tributary Streams - Narmada And Its Tributary Streams Gour,,,
1431,NARMADA AT MAHESHWAR,MADHYA PRADESH,19,31,7.1,8.4,7.9,8.5,256,378,0.9,1.4,0,2.5,,,40,50,,,2016,Tributary Streams - Narmada And Its Tributary Streams Gour,,,
1239,NARMADA AT BADWANI,MADHYA PRADESH,18,30,6.9,8.1,7.6,8.5,256,328,1,1.6,0.6,2.8,,,34,50,,,2016,Tributary Streams - Narmada And Its Tributary Streams Gour,,,
1245,NARMADA AT CHANDOD,GUJARAT,25,30,5.8,8.5,7.1,8.5,218,338,0.4,2.1,0,0.5,11,14,33,49,,,2016,Tributary Streams - Narmada And Its Tributary Streams Gour,,,
1244,NARMADA AT PANETHA,GUJARAT,26,32,7,8.2,7,8.4,260,720,0.3,1,0.2,0.34,11,33,23,170,,,2016,Tributary Streams - Narmada And Its Tributary Streams Gour,,,
1981,"NARMADA AT ZANOR (NTPC), BHARUCH",GUJARAT,23,30,6.7,7.7,7.5,8.3,253,730,0.7,0.9,0.2,0.5,33,79,70,2100,,,2016,Tributary Streams - Narmada And Its Tributary Streams Gour,,,
1243,"NARMADA AT BHARUCH,ZADESHVAR",GUJARAT,26,30,6.5,7.5,7.5,8.4,291,4320,0.9,1.3,0.2,0.3,70,1400,330,28000,,,2016,Tributary Streams - Narmada And Its Tributary Streams Gour,,,
3305,"BANJAR AT MALANJKHAND NEAR W/S INTAKE POINT, JABALPUR",MADHYA PRADESH,20,30,7.3,7.9,7.2,8.4,248,618,1.2,2.2,0,1.5,4,6,21,63,,,2016,Tributary Streams - Narmada And Its Tributary Streams Gour,,,
1236,"CHOTA TAWA B/C, WITH NARMADA",MADHYA PRADESH,22,29,6.9,7.9,7.9,8.5,264,468,0.9,1.2,0,2,,,40,90,,,2016,Tributary Streams - Narmada And Its Tributary Streams Gour,,,
2100,"GOUR RIVER BHOGA DOOR, JABALPUR",MADHYA PRADESH,20,25,7.1,7.8,7.1,8.4,223,844,1,2.2,0,2.2,1.4,10,12,210,,,2016,Tributary Streams - Narmada And Its Tributary Streams Gour,,,
2101,KATNI NEAR NAGAR NIGAM,MADHYA PRADESH,17,28,6.3,7.9,7.1,8.3,256,810,0.6,3.5,0,2,2.0,29,4,84,,,2016,Tributary Streams - Narmada And Its Tributary Streams Gour,,,
2114,RIVER KUNDA AT KHARGONE,MADHYA PRADESH,23,28,5.7,6.9,7.2,8.4,310,700,1.5,4,0,4.2,,,70,1403,,,2016,Tributary Streams - Narmada And Its Tributary Streams Gour,,,
1250,TAPI AT HATHNUR,MADHYA PRADESH,19,30,6.4,7.4,7.8,8.7,308,964,1.3,2.8,0.7,4.9,,,140,900,,,2016,Tributary Streams - Tapi,,,
1313,TAPI AT AJNAND VILLAGE,MAHARASHTRA,22,26,5.4,7.2,7.2,8.2,223,1285,2,8,0,1.5,2,4,80,170,,,2016,Tributary Streams - Tapi,,,
1251,TAPI AT BHUSAWAL US,MAHARASHTRA,21,25,5.4,7.2,7.1,8,244,1260,2,8,0,1.7,2,4,80,210,,,2016,Tributary Streams - Tapi,,,
1314,TAPI AT UPHAD VILLAGE,MAHARASHTRA,21,22,5.9,7,7.2,8.2,273,951,3,5,0,0.5,2,6,50,500,,,2016,Tributary Streams - Tapi,,,
1247,TAPI AT MANDAVI,GUJARAT,24,31,2.4,8.8,7.7,8.5,244,431,0.9,1.2,0,0.1,2,542,8,542,,,2016,Tributary Streams - Tapi,,,
1248,TAPI U/S SURAT KATHORE,GUJARAT,23,31,5.2,7.8,7.2,8.3,366,580,0.7,1.6,0,0.2,2,5420,2,5420,,,2016,Tributary Streams - Tapi,,,
1982,"TAPI AT RANDER BRIDGE, SURAT",GUJARAT,24,31,4.8,7.6,7.5,8.3,411,544,0.9,1.6,0,0.4,26,426,212,426,,,2016,Tributary Streams - Tapi,,,
1983,TAPI NEAR BARDOLI (KAPP BRIDGE) BARDOLI,GUJARAT,25,31,5.6,8,7.6,8.4,192,403,0.5,1.2,0,0.1,2,278,9,348,,,2016,Tributary Streams - Tapi,,,
2071,"TAPI AT ONGC BRIDGE AT SURAT, DIST. SURAT",GUJARAT,24,30,2.6,4.3,7.2,7.8,756,40650,1.6,8,0,0.9,5,426,26,542,,,2016,Tributary Streams - Tapi,,,
1252,GIRNA AT JALGAON,MAHARASHTRA,20,22,4.4,6.7,7.2,8,282,548,3.6,9,0,0,2,2,110,220,,,2016,Tributary Streams - Tapi,,,
1253,GIRNA AT MALEGAON (MANMAD),MAHARASHTRA,20,26,4.2,7,7,8.1,260,511,2.4,6.6,0,0,2,2,110,220,,,2016,Tributary Streams - Tapi,,,
1907,RANGAVALI D/S OF NAVAPUR,MAHARASHTRA,20,21,6.8,7,7.2,7.9,340,579,2.6,5,0,0,4,4,210,240,,,2016,Tributary Streams - Tapi,,,
2070,"KIM AT SAHOL BRIDGE, OLPAD HANSOT ROAD, DIST",GUJARAT,27,31,4,8,7.5,8.1,502,8400,0.8,2.9,0,1,2,542,6,542,,,2016,Tributary Streams - Tapi,,,
2115,TAPTI AT NEPA NAGAR 100 METRE D/S AFTER MIXING PANDHAR NALLA,MADHYA PRADESH,19,30,6.5,7.5,7.7,8.7,272,682,1.2,1.8,0.6,3.4,,,50,300,,,2016,Tributary Streams - Tapi,,,
2127,"DENWA NEAR SARNI, ROAD BRIDGE",MADHYA PRADESH,,,6.4,7.9,8,8.5,208,590,1.3,2.2,0,1.1,4,7,90,150,,,2016,Tributary Streams - Tapi,,,
2155,"PURNA A/C OF MORNA, NANDURA VILLAGE",MAHARASHTRA,25,28,5.5,7.4,7,8.9,202,1659,4.5,10,0.1,8.6,49,1600,130,1600,,,2016,Tributary Streams - Tapi,,,
2652,"AMRAVATI D/S OF DONDAICHA, DHULE",MAHARASHTRA,22,22,7,7,7.4,7.4,560,560,4,4,0,0,4,4,280,280,,,2016,Tributary Streams - Tapi,,,
2658,"BORI D/S OF AMALNER, JALGAON",MAHARASHTRA,23,24,2.9,6.9,7.1,7.6,360,651,2.6,9.2,0,0,2,4,170,280,,,2016,Tributary Streams - Tapi,,,
2659,"BURAI B/C TO TAPI MUKUDAS, DHULE",MAHARASHTRA,23,23,7.1,7.1,7.4,7.4,552,552,3,3,0,0,,,220,220,,,2016,Tributary Streams - Tapi,,,
2666,"GOMAI D/S OF SHAHADA, DHULE",MAHARASHTRA,22,22,6.8,6.8,7.2,7.2,514,514,4,4,0,0,2,2,280,280,,,2016,Tributary Streams - Tapi,,,
2667,"HIWARA D/S OF PACHORA, JALGAON",MAHARASHTRA,21,24,3.6,7,7.3,7.8,270,550,3,8.6,0,0,2,2,170,280,,,2016,Tributary Streams - Tapi,,,
2674,"MOR NEAR PADALSHE, JALGAON",MAHARASHTRA,22,23,5.2,6.8,7.4,7.8,260,580,4,8.2,0,0,2,2,130,170,,,2016,Tributary Streams - Tapi,,,
2675,"MORNA D/S RAILWAY BRIDGE, AKOLA",MAHARASHTRA,22,28,2.2,7.6,6.9,8.9,208,3002,3.4,18,0.1,11,23,1600,46,1600,,,2016,Tributary Streams - Tapi,,,
2684,"PANZARA NEAR PANZARAKAN SSK LTD, PANZARA, DHULE",MAHARASHTRA,20,20,5.3,6.9,7,7.8,323,644,3,6,0,0.1,2,4,170,350,,,2016,Tributary Streams - Tapi,,,
2695,"PEDHI NEAR ROAD BRIDGE AT DADHI-PEDHI VILLAGE, BHATKULI, AMRAVATI",MAHARASHTRA,20,41,2.6,7,7.3,8.8,178,1707,3.5,15,0,11,94,900,220,1600,,,2016,Tributary Streams - Tapi,,,
2710,"TITUR D/S OF CHALISGAON, JALGAON",MAHARASHTRA,22,24,5.4,6.7,7.6,7.8,255,710,4,5.6,0,0,2,4,170,240,,,2016,Tributary Streams - Tapi,,,
2718,WAGHUR B/C SAKEGAON WITH TAPI JALGAON,MAHARASHTRA,21,22,4.9,7,7.1,7.5,286,534,3,7.4,0,0,2,2,110,240,,,2016,Tributary Streams - Tapi,,,
3203,"AMRAVATI AT VILLAGE DADHAL , TA ANKLESHWAR, BHARUC",GUJARAT,26,32,4.1,8.8,7.3,8.4,399,1010,0.9,6,0.2,0.5,33,260,110,3300,,,2016,Tributary Streams - Tapi,,,
1851,MAHANADI AT SIHAWA,CHHATTISGARH,24,28,6.2,6.8,7.5,,7.7,248,411,,2.2,2.6,1,1.2,,,,110,2016,Mahanadi -,350,,
1264,MAHANADI U/S RUDRI DHAMTORI RESERVOIR,CHHATTISGARH,24,28,7.2,7.4,7.7,,7.9,286,434,,2.2,2.3,1.1,2.4,,,,110,2016,Mahanadi -,500,,
1099,MAHANADI U/S OF RAJIM,CHHATTISGARH,24,32,6.1,7.7,5.6,,7.6,268,512,,1.8,2.8,1.1,2.1,,,,110,2016,Mahanadi -,350,,
1852,"MAHANADI AT ARRANG, RAIPUR",CHHATTISGARH,25,28,7.2,7.7,7.4,,7.9,322,516,,1.9,2.8,1.2,2.4,,,,110,2016,Mahanadi -,300,,
1100,MAHANADI AT KHARAD,CHHATTISGARH,21,36,5.5,7.9,7.4,,8.5,196,516,,1.1,1.3,1.2,2.8,,,,540,2016,Mahanadi -,540,,
1282,MAHANADI AT SHEORINARAYAN VILLAGE,CHHATTISGARH,29,36,6,7,7.5,,9,218,380,,,,1.3,2.5,,,,920,2016,Mahanadi -,920,,
1467,MAHANADI A/C WITH MAND,CHHATTISGARH,21,36,6,7.6,7.3,,10,204,344,,1.2,1.4,1.2,2.1,,,,350,2016,Mahanadi -,540,,
1101,MAHANADI AT INTERSTATE BOUNDRY,CHHATTISGARH,19,28,6.8,7.4,7.2,,7.5,180,212,,0.3,2.6,0.1,1.2,,,,21,2016,Mahanadi -,460,,
3165,"HASDEO 100 METER D/S A/C OF DENGUR NALLAH NERA C.S.E.B. EAST GUEST HOUSE, KORBA",CHHATTISGARH,25,26,4.6,5.8,7.1,,7.2,,,,2.4,7,0.7,0.9,,,,,2016,Mahanadi -,,,
3168,HASDEO D/S NEAR URGA VILLAGE KORBA,CHHATTISGARH,25,26,4.2,5.2,7.2,,7.2,,,,3,8,0.9,1.1,,,,,2016,Mahanadi -,,,
1281,MAHANADI AT HIRAKUD RESERVOIR,ODISHA,18,35,5.3,8,7.4,,8.3,167,1941,,0.5,1.3,0.2,2.1,130,3500,,220,2016,Mahanadi -,9200,,
1270,MAHANADI U/S SAMBALPUR,ODISHA,17,36,5.6,9.3,7.5,,8.3,159,250,,0.5,1.7,0.3,1.4,110,160000,,490,2016,Mahanadi -,160000,,
1271,MAHANADI D/S SAMBALPUR,ODISHA,20,38,4.4,8.7,7.4,,8.4,176,1236,,1.6,3.6,0.4,3.2,4900,160000,,11000,2016,Mahanadi -,160000,,
2405,SAMBHALPUR FDS AT HUMA,ODISHA,22,39,6.3,9.7,7.4,,8.4,164,219.7,,0.4,1.6,0.1,1.6,490,54000,,1300,2016,Mahanadi -,54000,,
1272,MAHANADI D/S (A/C WITH R. ONG SONEPUR U/S),ODISHA,23,41,6.6,9.1,7.5,,8.5,176,219,,0.3,1.3,0,2.5,78,2200,,230,2016,Mahanadi -,5400,,
1274,MAHANADI A/C WITH R.TEL (SONEPUR D/S),ODISHA,23,42,6.2,10.3,7.5,,8.4,173,282.6,,0.7,2,0.5,5.2,130,4900,,700,2016,Mahanadi -,11000,,
1275,MAHANADI AT TIKARPADA,ODISHA,17,44,6,10.3,7.5,,8.4,181,238.1,,0.4,1.6,0.1,3.5,13,7900,,23,2016,Mahanadi -,11000,,
1276,MAHANADI AT NARSINGHPUR,ODISHA,23,42,6.6,8.7,7.3,,8.4,131,489,,0.4,1.4,0.2,1.8,490,3500,,1300,2016,Mahanadi -,4900,,
1277,MAHANADI U/S CUTTACK,ODISHA,23,40,6.3,9.1,7.2,,8.5,157,203,,0.5,1.9,0.1,2.3,170,1700,,490,2016,Mahanadi -,5400,,
1278,MAHANADI D/S CUTTACK,ODISHA,22,41,6,8.9,7.4,,8.5,140,254.5,,1.4,2.5,0.4,2.7,1300,160000,,2300,2016,Mahanadi -,160000,,
2406,"MAHANADI, MUNDALI(WATER INTAKE POINT OF BHUBANESWAR CITY",ODISHA,22,38,6.1,8.9,7.5,,8.4,136,284,,0.5,1.5,0.1,1.4,170,11000,,790,2016,Mahanadi -,17000,,
2404,"MAHANADI, POWER CHANNEL D/S NEAR BURLA",ODISHA,17,34,4.9,7.7,7.6,,8.3,156,231.1,,0.5,1.8,0.4,1.4,490,5400,,1100,2016,Mahanadi -,9200,,
2407,"MAHANADI, PARADEEP U/S (BEFORE INDUSTRIAL ACTIVITY AT PARADEEP)",ODISHA,23,35,6,8.1,7.3,,8.3,146,29050,,0.4,1.9,0.1,2.3,170,24000,,460,2016,Mahanadi -,35000,,
1639,MAHANADI D/S PARADEEP,ODISHA,24,34,5.6,7.1,7.4,,8.2,187,42170,,0.8,2.1,0.4,3,20,22000,,20,2016,Mahanadi -,35000,,
1640,BIRUPA AT CHOUDWAR,ODISHA,23,33,3.8,,9.6,7,8.4,176,255,0.5,1.8,0.1,1.8,330,24000,790,,35000,2016,Mahanadi -,,,
2411,"MAHANADI, BHUBANESWAR FD/S ( 2 KM A/C OF GANGUA NALLAH WITH DAYA)",ODISHA,25,40,3.2,,7.7,6.6,8.4,216,389,2,5.5,0.7,9.4,22000,160000,35000,,160000,2016,Mahanadi -,,,
1105,HASDEO U/S KORBA,CHHATTISGARH,25,27,5.4,,7.2,7.1,7.2,,,0.6,3.8,0.3,0.6,,,,,,2016,Mahanadi -,,,
1106,HASDEO U/S OF CHAMPA,CHHATTISGARH,21,37,6.2,,8.2,7.5,8.5,133,288,1.2,1.2,0.7,1.7,,,350,,540,2016,Mahanadi -,,,
3169,"HASDEO, DRINKING WATER INTAKE WELL OF MUNICIPAL CO. KORBA (BEFORE TREATMENT) AT KOHADIA VILLAGE",CHHATTISGARH,26,26,5.2,,6.6,7.1,7.2,,,1.4,3.6,0.5,0.7,,,,,,2016,Mahanadi -,,,
3170,"HASDEO, DRINKING WATER INTAKE WELL OF MUNICIPAL CO. KORBA (AFTER TREATMENT) AT KOHADIA VILLAGE",CHHATTISGARH,26,26,6.4,,6.8,7.2,7.2,,,0.4,0.8,0.2,0.5,,,,,,2016,Mahanadi -,,,
1267,IB AT SUNDARGARH,ODISHA,20,44,6.1,,9.3,7.5,8.3,82,171,0.3,1.8,0.2,5.5,130,3500,460,,5400,2016,Mahanadi -,,,
1268,IB AT JHARSUGUDA (INTAKE),ODISHA,20,43,6.5,,9.4,7.4,8.4,99,181,0.3,1.5,0.2,5.4,330,7900,1700,,13000,2016,Mahanadi -,,,
1269,IB D/SBRAJRAJNAGAR (INTAKE),ODISHA,20,42,6.2,,9.3,7.2,8.4,103,181,0.7,1.8,0.1,3,330,7000,790,,11000,2016,Mahanadi -,,,
1300,IB U/S RAJ NAGAR,ODISHA,20,43,6.4,,9.7,7.2,8.3,100,188,0.1,1.6,0.2,2.8,130,3300,330,,4900,2016,Mahanadi -,,,
2403,BHEDEN B/C WITH IB,ODISHA,18,42,6.3,,9,7.5,8.4,127,338,0.1,1.8,0.1,1.8,460,5400,790,,9200,2016,Mahanadi -,,,
1301,KATHAJODI D/S CUTTACK,ODISHA,22,37,4.5,,8.9,6.7,8.4,162,361,1.7,5.8,0.2,11,4900,160000,7000,,160000,2016,Mahanadi -,,,
1265,KHAROON U/S RAIPUR,CHHATTISGARH,26,28,7.4,,7.6,7.5,7.8,242,556,2,2.4,0.6,2.2,,,170,,300,2016,Mahanadi -,,,
1846,KHAROON RIVER A/C KHAPRI DRAIN,CHHATTISGARH,,,7,,7.8,7.3,7.6,,,1.6,2,0.3,0.6,,,210,,2400,2016,Mahanadi -,,,
1847,"KHAROON B/C KHAPRI DRAIN, DURG, RAIPUR ROAD BRIDGE",CHHATTISGARH,,,6.2,,7.8,7.2,7.6,,,1.6,7.2,0.1,0.6,,,210,,2400,2016,Mahanadi -,,,
1853,"KHAROON BUNDRI, RAIPUR",CHHATTISGARH,24,27,6.2,,7.4,7.2,7.8,286,616,2.3,2.6,1.1,2.2,,,220,,300,2016,Mahanadi -,,,
1279,KUAKHAI U/S BHUBANESWAR,ODISHA,24,41,5.7,,9,6.4,8.4,152,251,0.7,1.8,0.2,1.3,4900,54000,7000,,54000,2016,Mahanadi -,,,
1280,KUAKHAI D/S BHUBANESWAR,ODISHA,25,40,3.1,,7.8,6.6,8.1,199,409,2.4,6.7,1.6,12,22000,160000,54000,,160000,2016,Mahanadi -,,,
2410,"KUAKHAI, FU/S BHUBANESWAR",ODISHA,24,41,7.2,,9.8,7,8.4,139,220,0.4,1.5,0.1,0.8,790,9200,1300,,17000,2016,Mahanadi -,,,
1848,ARPA D/S OF BILASPUR,CHHATTISGARH,27,27,7.3,,7.3,8,8,260,260,,,3.1,3.1,,,,,,2016,Mahanadi -,,,
1849,KELO U/S OF RAIGARH,CHHATTISGARH,19,28,6.7,,7.3,7.2,7.5,187,213,0.5,3,0.8,1.2,,,43,,460,2016,Mahanadi -,,,
1850,KELO D/S OF RAIGARH,CHHATTISGARH,19,28,6.5,,7.3,7.3,7.7,190,221,1.1,3.8,0.8,1.2,,,75,,460,2016,Mahanadi -,,,
1107,SEONATH U/S RAJNANDGAON,CHHATTISGARH,32,32,6.8,,7.6,7.4,7.6,,,1.4,2,0.3,0.5,,,150,,2400,2016,Mahanadi -,,,
1266,SEONATH AT SHIMGA A/C. WITH R. KHAROON,CHHATTISGARH,26,29,7.4,,7.8,7.5,7.8,294,511,2.2,2.8,1.2,2.4,,,110,,300,2016,Mahanadi -,,,
1845,"SEONATH WATER SUPPLY WELL, DURG",CHHATTISGARH,,,6.4,,7.4,7.4,7.6,,,1.2,2,0.3,0.8,,,110,,2400,2016,Mahanadi -,,,
3166,"SHEONATH AT JHINGHRI VILLAGE, A/C OF SAMODA NALLA",CHHATTISGARH,,,4.2,,8,7.3,7.9,,,1.8,8.4,0.4,0.35,,,210,,2400,2016,Mahanadi -,,,
3167,"SHEONATH AT RAJNANDGAON, D/S AT MOHAD, RAJNANDGAON",CHHATTISGARH,23,32,6.7,,7.6,7.3,7.6,,,1.4,2.2,0.3,0.6,,,150,,2400,2016,Mahanadi -,,,
2409,"SERUA, FDS CUTTACK, SANKHATRASA",ODISHA,22,36,4.9,,9,6.9,8.4,152,395,1.4,4.8,0.6,9,2300,160000,4900,,160000,2016,Mahanadi -,,,
2408,TEL AT MANAMUNDA,ODISHA,22,42,6.4,,9.7,7.6,8.4,121,227,0.3,2.4,0,3.9,45,5400,130,,5400,2016,Mahanadi -,,,
1037,BRAHMANI U/S PANPOSH,ODISHA,13,37,5.8,,9,7.1,,8.3,94.1,271,,0.6,8,0.2,2.8,35,54000,790,2016,Brahmani -,92000,,
1038,BRAHMANI D/S PANPOSH,ODISHA,17,38,4.2,,8.2,6.5,,7.9,151,363,,2.3,5.8,0.1,29,11000,160000,22000,2016,Brahmani -,160000,,
1302,BRAHMANI D/S ROURKELA,ODISHA,18,39,4.4,,8.3,6.7,,7.9,133,286,,2,5.4,0.2,14,7900,160000,13000,2016,Brahmani -,160000,,
2414,"BRAHMANI, FDS ROURKELA AT BIRITOLA",ODISHA,18,44,6.3,,9.7,7.1,,8.3,112,319,,0.5,2.5,0.2,4.3,68,13000,170,2016,Brahmani -,17000,,
1039,BRAHMANI AT BONAIGARH,ODISHA,20,44,6.2,,9.9,7.1,,8.1,93.2,281.7,,0.5,1.8,0.2,3.8,230,13000,20,2016,Brahmani -,17000,,
1040,BRAHMANI AT RENGALI,ODISHA,22,42,6.3,,8.7,7.2,,8.2,88,169.3,,0.3,1.8,0.2,1.3,45,5400,170,2016,Brahmani -,9200,,
1041,BRAHMANI AT SAMAL,ODISHA,22,41,5.8,,9.7,7.2,,9,103,205,,0.4,1.4,0.3,10,78,3500,230,2016,Brahmani -,9200,,
1303,BRAHMANI U/S TALCHER,ODISHA,22,42,6.3,,9.1,7.7,,8.3,115,163,,0.5,1.8,0.2,3.1,130,7900,490,2016,Brahmani -,17000,,
2415,"TALCHER FU/S (INTAKE WELL OF MCL, TALCHER)",ODISHA,22,42,6.2,,9.7,7.6,,8.3,117,198,,0.3,1.7,0.2,3,78,4900,170,2016,Brahmani -,7900,,
2416,BRAHMANI FD/S TALCHER,ODISHA,21,40,4,,8.2,7.3,,8.4,151,240,,0.6,1.7,0.2,5.5,330,7900,1300,2016,Brahmani -,13000,,
1042,"BRAHMANI AT KAMALANGA, ORISSA",ODISHA,21,42,5.6,,8.6,7.6,,8.4,133,358,,0.7,2.5,0.3,3.6,330,17000,2400,2016,Brahmani -,22000,,
2417,"DHENKANAL D/S, DHENKANAL TOWN",ODISHA,19,43,6.3,,9.5,7.7,,8.4,141,285,,0.8,2.3,0.2,3.8,1300,54000,2300,2016,Brahmani -,92000,,
1043,BRAHMANI AT BHUBAN,ODISHA,20,40,5.8,,9.8,6.7,,8.4,111,267,,0.5,1.6,0.1,3.6,130,17000,330,2016,Brahmani -,22000,,
2418,KABATABANDHA (BEFORE IMPACT OF INDUSTRIAL ACTIVITY IN KALINGANAGAR AREA),ODISHA,20,41,6.2,,9.2,6.9,,8.5,138,3170,,0.6,1.8,0.1,4.7,130,13000,330,2016,Brahmani -,22000,,
1044,BRAHMANIU/S DHARMASHALA,ODISHA,24,37,6.2,,9.7,7.6,,8.5,130,237.3,,0.6,1.7,0.2,1.5,78,7000,230,2016,Brahmani -,9400,,
1045,BRAHMANI AT PATTAMUNDAI,ODISHA,26,41,6,,10.3,7.6,,8.4,147,264,,0.2,2.9,0.2,2.7,490,24000,790,2016,Brahmani -,35000,,
1035,KARO U/S LOHOJIMI,JHARKHAND,18,35,8.1,8.5,7.2,7.4,,,2.3,2.5,0,0,200,230,1200,1500,,,2016,Tributary Streams - D/S,,,
2419,KHANDITARA (D/S OF INDUSTRIAL ACTIVITIES AT KALINGA NAGAR),ODISHA,25,37,5.7,8.4,7.1,8.4,129,193.5,0.4,1.6,0.1,2.3,330,3300,490,7900,,,2016,Tributary Streams - D/S,,,
2420,KHARSROTA AT AUL,ODISHA,23,41,5.9,9.7,7.1,8.3,133,337,0.4,1.3,0.3,2.8,790,92000,2200,92000,,,2016,Tributary Streams - D/S,,,
1033,"KOEL AT BASIA,DAM U/S,JHARKHAND",JHARKHAND,18,32,8,8.6,6.8,7.5,,,2.3,2.6,0,0,150,230,930,1200,,,2016,Tributary Streams - D/S,,,
1036,"KOEL AT MANOHARPUR AFTER MEETING KOINA RIVER D/S,J",JHARKHAND,25,40,6.8,8.4,7.4,7.9,254,392,0.2,0.8,0,3.6,,,,,,,2016,Tributary Streams - D/S,,,
