year,code,station,state,section_title,pH,conductivity_uScm,BOD_mg_L,DO_mg_L,nitrate_mg_L,waterbody,date,bis_status,bis_reasons,pH_dev,raw_status,raw_reasons
2023,5710,"RIVER GANGA PURANA RAJAPUR, RAJAPUR, KANPUR",UTTAR PRADESH,Ganga,,396.0,3.6,,0.0,Ganga,2023-06-30,UNKNOWN,pH missing,,UNSAFE,BOD > 3 mg/L
2023,5708,"RIVER GANGA TIGRI GANGA GHAT, VILLAGE-TIGARI, AMROHA",UTTAR PRADESH,Ganga,,246.5,1.4,8.65,0.0,Ganga,2023-06-30,UNKNOWN,pH missing,,UNKNOWN,Insufficient data for composite check
2023,2488,"RIVER GANGA U/S, ANOOPSHAHAR",UTTAR PRADESH,Ganga,,146.0,1.85,,0.0,GANGA,2023-06-30,UNKNOWN,pH missing,,UNKNOWN,Insufficient data for composite check
2023,2485,"RIVER GANGA U/S, VINDHYACHAL, MIRZAPUR",UTTAR PRADESH,Ganga,,433.0,2.55,8.35,,GANGA,2023-06-30,UNKNOWN,pH missing,,UNKNOWN,Insufficient data for composite check
2023,5709,"RIVER GANGAÂ NANAMAU GANGA BRIDGE, LUCKNOW MOHAN-HASANGANJ- RASULABAD MARG, KARTI AKBERPUR SENG",UTTAR PRADESH,Ganga,,325.0,3.15,,0.0,Ganga,2023-06-30,UNKNOWN,pH missing,,UNSAFE,BOD > 3 mg/L
2023,5716,"RIVER GANGAÂ ZAMANIA GANGA BRIDGE , ZAMANIZ, UP",UTTAR PRADESH,Ganga,,428.0,3.2,7.9,1.18,Ganga,2023-06-30,UNKNOWN,pH missing,,UNSAFE,BOD > 3 mg/L
2019,10153,RIVER GNAGA TA CHUNAR,UTTAR PRADESH,Ganga,5.35,424.0,3.35,7.85,0.945,Ganga,2019-06-30,UNSAFE,pH outside 6.5–8.5 (BIS IS 10500),1.1500000000000004,UNSAFE,pH out of 6.5–8.5; BOD > 3 mg/L
2016,2483,VARUNA B/C WITH GANGA AT VARANASI,UTTAR PRADESH,Suswa,8.0,531.5,30.0,3.95,0.0,GANGA,2016-06-30,SAFE,Within BIS acceptable pH,0.0,UNSAFE,DO < 5 mg/L; BOD > 3 mg/L
2018,1061,GANGA AT HARIDWAR D/S,UTTARAKHAND,Ganga,8.0,,1.1,9.6,,GANGA,2018-06-30,SAFE,Within BIS acceptable pH,0.0,UNKNOWN,Insufficient data for composite check
2019,1061,"GANGA AT HARIDWAR D/S, UPPER GANGA CANAL D/S BALKUMARI MANDIR,",UTTARAKHAND,Ganga,7.55,202.0,1.5,9.0,,GANGA,2019-06-30,SAFE,Within BIS acceptable pH,0.0,UNKNOWN,Insufficient data for composite check
2020,1061,"GANGA AT HARIDWAR D/S, UPPER GANGA CANAL D/S BALKUMARI MANDIR, AJEETPUR, HARIDWAR",UTTARAKHAND,Ganga,7.55,272.0,1.6,9.3,,GANGA,2020-06-30,SAFE,Within BIS acceptable pH,0.0,UNKNOWN,Insufficient data for composite check
2019,1060,GANGA AT RISHIKESH U/S,UTTARAKHAND,Ganga,7.8,119.5,1.0,10.8,,GANGA,2019-06-30,SAFE,Within BIS acceptable pH,0.0,UNKNOWN,Insufficient data for composite check
2020,1060,"GANGA AT RISHIKESH U/S,",UTTARAKHAND,Ganga,7.75,136.5,,10.2,,GANGA,2020-06-30,SAFE,Within BIS acceptable pH,0.0,UNKNOWN,Insufficient data for composite check
2018,20050,JAGJITPUR,UTTARAKHAND,Ganga,7.699999999999999,,10.4,,,Ganga,2018-06-30,SAFE,Within BIS acceptable pH,0.0,UNSAFE,BOD > 3 mg/L
2019,20049,LAKKAR GHAT- OXIDATION PONDS,UTTARAKHAND,Ganga,8.1,,1.0,9.5,,Ganga,2019-06-30,SAFE,Within BIS acceptable pH,0.0,UNKNOWN,Insufficient data for composite check
2018,20049,LAKKAR GHAT-OXIDATION PONDS,UTTARAKHAND,Ganga,7.800000000000001,,33.0,,,Ganga,2018-06-30,SAFE,Within BIS acceptable pH,0.0,UNSAFE,BOD > 3 mg/L
2019,10148,RIVER GANGA AT HAR KI PAURI GHAT,UTTARAKHAND,Ganga,7.95,138.0,1.0,9.6,,GANGA,2019-06-30,SAFE,Within BIS acceptable pH,0.0,UNKNOWN,Insufficient data for composite check
2017,10148,RIVER GANGA AT HAR-KI- PAURI GHAT,UTTARAKHAND,Ganga,7.3,,1.0,9.2,,GANGA,2017-06-30,SAFE,Within BIS acceptable pH,0.0,UNKNOWN,Insufficient data for composite check
2021,1061,"RIVER GANGA AT HARIDWAR D/S, UPPER GANGA CANAL D/S BALKUMARI MANDIR, AJEETPUR, HARIDWAR",UTTARAKHAND,Ganga,7.45,249.5,1.8,9.2,0.4599999999999999,GANGA,2021-06-30,SAFE,Within BIS acceptable pH,0.0,UNKNOWN,Insufficient data for composite check
2021,1060,"RIVER GANGA AT RISHIKESH U/S,",UTTARAKHAND,Ganga,7.7,264.0,1.1,10.1,1.03,GANGA,2021-06-30,SAFE,Within BIS acceptable pH,0.0,UNKNOWN,Insufficient data for composite check
2021,2727,"RIVER GANGA AT UPPER GANGA CANAL D/S ROORKEE, HARIDWAR",UTTARAKHAND,Ganga,7.35,202.0,1.5,9.4,0.4399999999999999,GANGA,2021-06-30,SAFE,Within BIS acceptable pH,0.0,UNKNOWN,Insufficient data for composite check
2021,10147,RIVER GANGA D/S RISHIKESH,UTTARAKHAND,Ganga,7.649999999999999,188.0,1.2,9.9,1.2,GANGA,2021-06-30,SAFE,Within BIS acceptable pH,0.0,UNKNOWN,Insufficient data for composite check
2021,3997,"RIVER GANGA U/S HARIDWAR AT ABINDUGHAT, DUDHIYABAD, HARIDWAR",UTTARAKHAND,Ganga,7.9,211.0,1.75,9.5,0.32,GANGA,2021-06-30,SAFE,Within BIS acceptable pH,0.0,UNKNOWN,Insufficient data for composite check
2019,20048,SWARG ASHRAM-1,UTTARAKHAND,Ganga,8.0,198.5,1.0,9.7,,Ganga,2019-06-30,SAFE,Within BIS acceptable pH,0.0,UNKNOWN,Insufficient data for composite check
2018,20048,SWARG-ASHRAM -1,UTTARAKHAND,Ganga,7.449999999999999,,10.0,,,Ganga,2018-06-30,SAFE,Within BIS acceptable pH,0.0,UNSAFE,BOD > 3 mg/L
2023,1060,"RIVER GANGA U/S AT LAXMANJHULA,RISHIKESH",UTTARAKHAND 12.0,Ganga,,112.0,1.0,,0.185,GANGA,2023-06-30,UNKNOWN,pH missing,,UNKNOWN,Insufficient data for composite check
2023,5776,"RIVER GANGA AT SWARG ASHRAM ,RISHIKESH",UTTARAKHAND 13.0,Ganga,,174.5,1.0,,0.375,GANGA,2023-06-30,UNKNOWN,pH missing,,UNKNOWN,Insufficient data for composite check
2023,10147,"RIVER GANGA D/S AT BAIRAAJ,RISHIKESH",UTTARAKHAND 14.0,Ganga,,104.0,1.1,,0.355,GANGA,2023-06-30,UNKNOWN,pH missing,,UNKNOWN,Insufficient data for composite check
2023,10148,RIVER GANGA AT HAR-KI-PAURI GHAT,UTTARAKHAND 14.8,Ganga,,258.5,1.5,,0.985,GANGA,2023-06-30,UNKNOWN,pH missing,,UNKNOWN,Insufficient data for composite check
2023,3997,"RIVER GANGA U/S AT ABINDUGHAT, DUDHIYABAD, HARIDWAR",UTTARAKHAND 16.8,Ganga,,320.0,1.9,8.7,0.91,GANGA,2023-06-30,UNKNOWN,pH missing,,UNKNOWN,Insufficient data for composite check
2023,1061,"RIVER GANGA D/S AT BALKUMARI MANDIR, AJEETPUR, HARIDWAR",UTTARAKHAND 17.9,Ganga,,397.0,1.8,8.5,0.915,GANGA,2023-06-30,UNKNOWN,pH missing,,UNKNOWN,Insufficient data for composite check
2023,5778,"RIVER GANGA NEAR BISHANPUR KUNDI, HARIDWAR",UTTARAKHAND 18.2,Ganga,,,,8.7,0.95,GANGA,2023-06-30,UNKNOWN,pH missing,,UNKNOWN,Insufficient data for composite check
2023,30005,RIVER GANGA AT SULTANPUR (UTTARAKHAND),UTTARAKHAND 21.5,Ganga,,219.0,1.95,7.8,0.365,GANGA,2023-06-30,UNKNOWN,pH missing,,UNKNOWN,Insufficient data for composite check
2018,1080,GANGA AT BAHARAMPORE,WEST BENGAL,Ganga,7.949999999999999,268.0,3.25,8.25,0.575,GANGA,2018-06-30,SAFE,Within BIS acceptable pH,0.0,UNSAFE,BOD > 3 mg/L
2019,1080,"GANGA AT BAHARAMPORE, MURSHIDABAD,",WEST BENGAL,Ganga,7.95,289.0,2.8,8.05,0.505,GANGA,2019-06-30,SAFE,Within BIS acceptable pH,0.0,UNKNOWN,Insufficient data for composite check
2020,1080,"GANGA AT BAHARAMPORE, MURSHIDABAD, WEST BENGAL",WEST BENGAL,Ganga,,316.0,2.975,8.55,0.4649999999999999,GANGA,2020-06-30,UNKNOWN,pH missing,,UNKNOWN,Insufficient data for composite check
2018,1053,GANGA AT DAKSHINESHWAR,WEST BENGAL,Ganga,7.55,416.5,4.15,6.55,0.41,GANGA,2018-06-30,SAFE,Within BIS acceptable pH,0.0,UNSAFE,BOD > 3 mg/L
2020,1053,"GANGA AT DAKSHMINESHWAR, KOLKATA, WEST BENGAL",WEST BENGAL,Yamuna,,368.5,3.275,6.1,,GANGA,2020-06-30,UNKNOWN,pH missing,,UNSAFE,BOD > 3 mg/L
2018,1469,GANGA AT DIAMOND HARBOUR,WEST BENGAL,Ganga,8.15,4914.0,3.35,6.65,0.46,GANGA,2018-06-30,SAFE,Within BIS acceptable pH,0.0,UNSAFE,BOD > 3 mg/L
2020,1469,"GANGA AT DIAMOND HARBOUR, 24 PARGANAS (S)WEST BENGAL",WEST BENGAL,Yamuna,,2242.5,2.7,6.0,,GANGA,2020-06-30,UNKNOWN,pH missing,,UNKNOWN,Insufficient data for composite check
2018,1470,GANGA AT GARDEN REACH,WEST BENGAL,Ganga,7.0,382.0,3.3,6.1,0.415,GANGA,2018-06-30,SAFE,Within BIS acceptable pH,0.0,UNSAFE,BOD > 3 mg/L
2020,1470,"GANGA AT GARDEN REACH, KOLKATA, WEST BENGAL",WEST BENGAL,Yamuna,,383.0,3.2,5.65,,GANGA,2020-06-30,UNKNOWN,pH missing,,UNSAFE,BOD > 3 mg/L
2018,1471,GANGA AT HOWRAH-SHIVPUR,WEST BENGAL,Ganga,7.199999999999999,275.5,3.95,5.9,0.41,GANGA,2018-06-30,SAFE,Within BIS acceptable pH,0.0,UNSAFE,BOD > 3 mg/L
2020,1471,GANGA AT HOWRAH-SHIVPUR WEST BENGAL,WEST BENGAL,Yamuna,,465.0,3.0250000000000004,5.85,1.255,GANGA,2020-06-30,UNKNOWN,pH missing,,UNSAFE,BOD > 3 mg/L
2019,1054,GANGA AT PALTA,WEST BENGAL,Yamuna,7.95,295.0,3.95,6.800000000000001,0.5700000000000001,GANGA,2019-06-30,SAFE,Within BIS acceptable pH,0.0,UNSAFE,BOD > 3 mg/L
2020,1054,GANGA AT PALTA WEST BENGAL,WEST BENGAL,Ganga,8.28,287.5,4.275,7.95,0.55,GANGA,2020-06-30,SAFE,Within BIS acceptable pH,0.0,UNSAFE,BOD > 3 mg/L
2020,1335,GANGA AT PATIKALI NEAR DURGA CHAK WEST BENGAL,WEST BENGAL,Yamuna,,6273.0,,6.6,,GANGA,2020-06-30,UNKNOWN,pH missing,,UNKNOWN,Insufficient data for composite check
2018,1472,GANGA AT SERAMPORE,WEST BENGAL,Ganga,7.7,322.5,5.4,7.35,0.405,GANGA,2018-06-30,SAFE,Within BIS acceptable pH,0.0,UNSAFE,BOD > 3 mg/L
2020,1472,"GANGA AT SERAMPORE, HOOGHLY,WEST BENGAL",WEST BENGAL,Yamuna,8.27,306.0,2.85,8.35,0.63,GANGA,2020-06-30,SAFE,Within BIS acceptable pH,0.0,UNKNOWN,Insufficient data for composite check
2017,1052,GANGA AT ULUBERIA,WEST BENGAL,Yamuna,7.55,3367.5,2.85,5.7,0.5,GANGA,2017-06-30,SAFE,Within BIS acceptable pH,0.0,UNKNOWN,Insufficient data for composite check
2020,1052,"GANGA AT ULUBERIA , HOWRAH,WEST BENGAL",WEST BENGAL,Yamuna,,427.0,2.475,6.05,1.4,GANGA,2020-06-30,UNKNOWN,pH missing,,UNKNOWN,Insufficient data for composite check
2018,10160,GORABAZAR,WEST BENGAL,Ganga,8.05,267.0,2.9,8.35,0.385,Ganga,2018-06-30,SAFE,Within BIS acceptable pH,0.0,UNKNOWN,Insufficient data for composite check
2018,10159,KHAGRA,WEST BENGAL,Ganga,7.949999999999999,278.0,3.95,8.2,0.605,Ganga,2018-06-30,SAFE,Within BIS acceptable pH,0.0,UNSAFE,BOD > 3 mg/L
2018,10161,PALTA SHITLATALA,WEST BENGAL,Ganga,8.0,439.5,4.6,7.5,0.855,Ganga,2018-06-30,SAFE,Within BIS acceptable pH,0.0,UNSAFE,BOD > 3 mg/L
2023,1080,"RIVER GANGA AT BAHARAMPORE, MURSHIDABAD, WEST BENGAL",WEST BENGAL,Ganga,,329.0,2.05,7.9,0.605,GANGA,2023-06-30,UNKNOWN,pH missing,,UNKNOWN,Insufficient data for composite check
2019,10160,RIVER GANGA AT BEHRAMPORE (GORA BAZAR) MURSHIDABAD,WEST BENGAL,Ganga,8.0,295.0,4.4,7.9,0.5700000000000001,GANGA,2019-06-30,SAFE,Within BIS acceptable pH,0.0,UNSAFE,BOD > 3 mg/L
2019,10159,RIVER GANGA AT BEHRAMPORE (KHAGRA) MURSHIDABAD,WEST BENGAL,Ganga,7.85,280.0,3.3,7.9,0.5549999999999999,GANGA,2019-06-30,SAFE,Within BIS acceptable pH,0.0,UNSAFE,BOD > 3 mg/L
2023,10159,"RIVER GANGA AT BEHRAMPORE(KHAGRA), MURSHIDABAD",WEST BENGAL,Ganga,,326.5,2.15,7.9,0.4499999999999999,GANGA,2023-06-30,UNKNOWN,pH missing,,UNKNOWN,Insufficient data for composite check
2023,10160,"RIVER GANGA AT BEHRAMPORE, (GORA BAZAR),MURSHIDABAD",WEST BENGAL,Ganga,,328.0,2.15,7.95,0.515,GANGA,2023-06-30,UNKNOWN,pH missing,,UNKNOWN,Insufficient data for composite check
2023,1053,"RIVER GANGA AT DAKSHMINESHWAR, KOLKATA, WEST BENGAL",WEST BENGAL,Ganga,,340.5,2.85,6.25,0.8250000000000001,GANGA,2023-06-30,UNKNOWN,pH missing,,UNKNOWN,Insufficient data for composite check
2023,1469,"RIVER GANGA AT DIAMOND HARBOUR, 24 PARGANAS (S)WEST BENGAL",WEST BENGAL,Ganga,,,,6.050000000000001,1.23,GANGA,2023-06-30,UNKNOWN,pH missing,,UNKNOWN,Insufficient data for composite check
2023,5162,"RIVER GANGA AT FARAKKA, MUSHIDABAD",WEST BENGAL,Ganga,,329.5,2.1,7.65,0.64,GANGA,2023-06-30,UNKNOWN,pH missing,,UNKNOWN,Insufficient data for composite check
2023,1470,"RIVER GANGA AT GARDEN REACH, KOLKATA, WEST BENGAL",WEST BENGAL,Ganga,,356.0,2.95,6.4,1.085,GANGA,2023-06-30,UNKNOWN,pH missing,,UNKNOWN,Insufficient data for composite check
2023,1471,RIVER GANGA AT HOWRAH-SHIVPUR WEST BENGAL,WEST BENGAL,Ganga,,352.5,3.0,6.4,0.955,GANGA,2023-06-30,UNKNOWN,pH missing,,UNKNOWN,Insufficient data for composite check
2023,1054,RIVER GANGA AT PALTA WEST BENGAL,WEST BENGAL,Ganga,,338.0,2.15,7.550000000000001,0.575,GANGA,2023-06-30,UNKNOWN,pH missing,,UNKNOWN,Insufficient data for composite check
2023,10161,"RIVER GANGA AT PALTA, SHITALTALA,",WEST BENGAL,Ganga,,362.0,2.15,7.35,0.525,GANGA,2023-06-30,UNKNOWN,pH missing,,UNKNOWN,Insufficient data for composite check
2023,1335,RIVER GANGA AT PATIKALI NEAR DURGA CHAK WEST BENGAL,WEST BENGAL,Ganga,,,,6.45,1.095,GANGA,2023-06-30,UNKNOWN,pH missing,,UNKNOWN,Insufficient data for composite check
2023,1472,"RIVER GANGA AT SERAMPORE, HOOGHLY,WEST BENGAL",WEST BENGAL,Ganga,,,,7.5,0.655,GANGA,2023-06-30,UNKNOWN,pH missing,,UNKNOWN,Insufficient data for composite check
2022,1052,"RIVER GANGA AT ULUBERIA , HOWRAH,WEST BENGAL",WEST BENGAL,Ganga,7.43,369.0,3.45,6.15,1.095,GANGA,2022-06-30,SAFE,Within BIS acceptable pH,0.0,UNSAFE,BOD > 3 mg/L
2022,1337,"RIVER RUPNARAYAN BEFORE CONFL. TO GANGA NEAR GEONKHALI,MEDINIPORE WEST BENGAL",WEST BENGAL,"Tributary Streams - Jumar, Ajay, Konar, Garga, Bokaro, Sankh, Barakar, Damodar, Nalkari, Surbarnrekha, Jamunia, Katri, Mathabhanga, Churni, Dwarakeshwar, Jalangi, Rupnarayan, Tarapith, Bindyadhari, Kansi, Mahananda, Silabati, Haldi And Rasulpur",7.814999999999999,1912.0,1.55,6.6,,GANGA,2022-06-30,SAFE,Within BIS acceptable pH,0.0,UNKNOWN,Insufficient data for composite check
2021,1337,"RIVER RUPNARAYAN BEFORE CONFL. TO GANGA NEAR GEONKHALI,MEDINIPORE, WEST BENGAL",WEST BENGAL,Tributary Streams - Jumar At Bit Mesra,7.699999999999999,2159.0,1.05,6.699999999999999,1.1,GANGA,2021-06-30,SAFE,Within BIS acceptable pH,0.0,UNKNOWN,Insufficient data for composite check
2023,1337,"RIVER RUPNARAYAN BEFORE CONFL. TO GANGA NEAR GEONKHALI,MEDINIPOREÂ€, WEST BENGAL",WEST BENGAL,"Tributary Streams - Jumar, Ajay, Konar, Garga, Bokaro, Sankh, Barakar, Damodar, Nalkari, Surbarnrekha, Jamunia, Katri, Mathabhanga, Churni, Dwarakeshwar, Jalangi, Rupnarayan, Tarapith, Bindyadhari, Kansi, Mahananda, Silabati, Haldi And Rasulpur",,,,6.05,0.635,GANGA,2023-06-30,UNKNOWN,pH missing,,UNKNOWN,Insufficient data for composite check
2023,2506,"RIVER TRIBENI ON GANGA, NEAR BURNING GHAT, HOOGHLY",WEST BENGAL,Ganga,,325.5,2.0,7.399999999999999,0.47,Ganga,2023-06-30,UNKNOWN,pH missing,,UNKNOWN,Insufficient data for composite check
2016,1337,RUPNARAYAN B/C TO RIVER GANGA NEAR GEONKHALI,WEST BENGAL,Tons,8.15,6286.0,1.65,6.65,0.4499999999999999,GANGA,2016-06-30,SAFE,Within BIS acceptable pH,0.0,UNKNOWN,Insufficient data for composite check
2018,1337,"RUPNARAYAN BEFORE CONFL. TO RIVER GANGA NEAR GEONKHALI, WEST BENGAL",WEST BENGAL,Tributary Streams - At Masanjore Dam Barakar At Maithan Dam Barakar At Asansol,7.5,3591.0,1.95,6.199999999999999,0.4,GANGA,2018-06-30,SAFE,Within BIS acceptable pH,0.0,UNKNOWN,Insufficient data for composite check
2019,1337,"RUPNARAYAN BEFORE CONFL. TO RIVER GANGA NEAR GEONKHALI,MEDINIPORE",WEST BENGAL,Brahamputra,7.6,3413.0,2.2,6.4,1.15,GANGA,2019-06-30,SAFE,Within BIS acceptable pH,0.0,UNKNOWN,Insufficient data for composite check
2020,1337,"RUPNARAYAN BEFORE CONFL. TO RIVER GANGA NEAR GEONKHALI,MEDINIPORE, WEST BENGAL",WEST BENGAL,Tributary Streams - At Bit Mesra,,1655.5,,7.35,3.555,GANGA,2020-06-30,UNKNOWN,pH missing,,UNKNOWN,Insufficient data for composite check
2018,2506,"TRIBENI ON GANGA, NEAR BURNING GHAT",WEST BENGAL,Ganga,7.949999999999999,341.0,2.85,8.0,0.525,Ganga,2018-06-30,SAFE,Within BIS acceptable pH,0.0,UNKNOWN,Insufficient data for composite check
2020,2506,"TRIBENI ON GANGA, NEAR BURNING GHAT, HOOGHLY",WEST BENGAL,Ganga,,311.5,4.475,7.899999999999999,,Ganga,2020-06-30,UNKNOWN,pH missing,,UNSAFE,BOD > 3 mg/L
2018,1052,ULUBERIA,WEST BENGAL,Ganga,7.15,416.5,2.95,6.15,0.415,Ganga,2018-06-30,SAFE,Within BIS acceptable pH,0.0,UNKNOWN,Insufficient data for composite check
